hand_repr,total,dealer_upcard,bet,soft,is_pair,remaining_cards,low_density,ten_density,ace_density,ev_hit,ev_stand,ev_double,ev_split,best_move,ev_gap,hit_se,stand_se,double_se,split_se,fixed_strategy_move
"7,8",15,10,1,False,False,30,0.6666666666666666,0.0,0.0,-0.09642696195197323,-0.5989100817438692,-0.24539319457270725,,Hit,0.14896623262073402,0.004997419357317307,0.0049963268484818635,0.004999184009720978,,Hit
"7,8",15,10,1,False,False,31,0.6451612903225806,0.03225806451612903,0.0,-0.14616602891156463,-0.5773373223635003,-0.32136068034017007,,Hit,0.17519465142860544,0.0049974672710662955,0.004993195130804632,0.004998809537779822,,Hit
"7,8",15,10,1,False,False,32,0.625,0.0625,0.0,-0.1723718680018591,-0.5616618075801749,-0.3765671104713926,,Hit,0.20419524246953347,0.00499363145555437,0.004994661924203755,0.004998813456496155,,Hit
"7,8",15,10,1,False,False,33,0.6060606060606061,0.09090909090909091,0.0,-0.2006420068027211,-0.5535804246131703,-0.4240976105744789,,Hit,0.22345560377175783,0.004992838487320121,0.004995675400331097,0.004999809272924097,,Hit
"7,8",15,10,1,False,False,34,0.5882352941176471,0.11764705882352941,0.0,-0.22987332864180154,-0.5285020804438281,-0.4851857289678461,,Hit,0.2553124003260446,0.004994512760367925,0.0049989095585089415,0.004999029296363319,,Hit
"7,8",15,10,1,False,False,35,0.5714285714285714,0.14285714285714285,0.0,-0.26911412000697715,-0.5166666666666667,-0.5425295913049951,,Hit,0.24755254665968957,0.004993653190059852,0.004993381863413055,0.004999644234170842,,Hit
"7,8",15,10,1,False,False,36,0.5555555555555556,0.16666666666666666,0.0,-0.28866140004388857,-0.518796992481203,-0.5973710055148448,,Hit,0.23013559243731446,0.004994426861858817,0.0049977769514393386,0.004999555178224354,,Hit
"7,8",15,10,1,False,False,37,0.5405405405405406,0.1891891891891892,0.0,-0.31761838285802924,-0.513742789277231,-0.6274754547530254,,Hit,0.1961244064192018,0.004991556094665708,0.0049976864225426895,0.00499924175230904,,Hit
"7,8",15,10,1,False,False,38,0.5263157894736842,0.21052631578947367,0.0,-0.3333087989294078,-0.5126607989167231,-0.696440281030445,,Hit,0.17935199998731532,0.004994690898876099,0.004995525774888132,0.004998924458202691,,Hit
"7,8",15,10,1,False,False,39,0.5128205128205128,0.23076923076923078,0.0,-0.36088320850225614,-0.49867109634551493,-0.7209214560893152,,Hit,0.1377878878432588,0.004996188968451635,0.004996101927910582,0.004999032040639377,,Hit
"7,8",15,10,1,False,False,40,0.5,0.25,0.0,-0.3746861160571611,-0.5113812901046944,-0.7742003061800016,,Hit,0.13669517404753323,0.004996455528143555,0.004994049739179091,0.004998778598124554,,Hit
"7,8",15,10,1,False,False,41,0.4878048780487805,0.2682926829268293,0.0,-0.40953440199609253,-0.5048289738430584,-0.8061493171968273,,Hit,0.09529457184696583,0.004991610520858199,0.004998818462571862,0.004998926474791285,,Hit
"7,8",15,10,1,False,False,42,0.47619047619047616,0.2857142857142857,0.0,-0.4105299959705136,-0.49956709956709955,-0.8389188292844706,,Hit,0.08903710359658595,0.004996861599810179,0.004998943321676811,0.004998757044124302,,Hit
"7,8",15,10,1,False,False,43,0.46511627906976744,0.3023255813953488,0.0,-0.4305230483801912,-0.5012321012321013,-0.8729203539823008,,Hit,0.07070905285191009,0.004991148587220973,0.004993390172124614,0.00499906461585267,,Hit
"7,8",15,10,1,False,False,44,0.4545454545454546,0.3181818181818182,0.0,-0.45870674356699204,-0.4960556844547564,-0.9123498401175352,,Hit,0.03734894088776436,0.004999547908728229,0.004998935113383629,0.004999260144896989,,Hit
"7,8",15,10,1,False,False,45,0.4444444444444445,0.3333333333333333,0.0,-0.46925444170342123,-0.5031114084978253,-0.9374583698510078,,Hit,0.033856966794404086,0.004990758541690662,0.004998758329061642,0.004999319806525581,,Hit
"7,8",15,10,1,False,False,31,0.6451612903225806,0.0,0.03225806451612903,-0.12765621712602568,-0.6209415584415584,-0.3301730301730302,,Hit,0.2025168130470045,0.004996121285587779,0.004993630606232339,0.0049990632429726106,,Hit
"7,8",15,10,1,False,False,32,0.625,0.03125,0.03125,-0.15594548630262917,-0.5932229495571814,-0.3910344329748069,,Hit,0.23508894667217772,0.004997700747477683,0.004995517945368446,0.004999966870403938,,Hit
"7,8",15,10,1,False,False,33,0.6060606060606061,0.06060606060606061,0.030303030303030304,-0.1895382043602424,-0.5776527934008249,-0.4453627714430968,,Hit,0.2558245670828544,0.004996887055314778,0.0049983771279905635,0.0049993356726661,,Hit
"7,8",15,10,1,False,False,34,0.5882352941176471,0.08823529411764706,0.029411764705882353,-0.22099880492737636,-0.5700962250185048,-0.49826572604350383,,Hit,0.2772669211161275,0.004990842138222145,0.00499811324216271,0.004999132815423234,,Hit
"7,8",15,10,1,False,False,35,0.5714285714285714,0.11428571428571428,0.02857142857142857,-0.2592105570750637,-0.5592148309705561,-0.5469324012790957,,Hit,0.287721844204032,0.004993127156197962,0.004998286775997702,0.004999097301260773,,Hit
"7,8",15,10,1,False,False,36,0.5555555555555556,0.1388888888888889,0.027777777777777776,-0.26990318311624995,-0.5519741564967695,-0.606795530051344,,Hit,0.28207097338051956,0.004992067903228157,0.004995779017180654,0.004999080002451476,,Hit
"7,8",15,10,1,False,False,37,0.5405405405405406,0.16216216216216217,0.02702702702702703,-0.307604553849031,-0.5276374956762366,-0.6374904711084006,,Hit,0.22003294182720562,0.004992733876770045,0.004996015960845967,0.004999816432103708,,Hit
"7,8",15,10,1,False,False,38,0.5263157894736842,0.18421052631578946,0.02631578947368421,-0.3245766138623281,-0.5332169053440448,-0.6839508082604997,,Hit,0.20864029148171664,0.004995782645921457,0.0049997545586119695,0.004998935005063379,,Hit
"7,8",15,10,1,False,False,39,0.5128205128205128,0.20512820512820512,0.02564102564102564,-0.34710705334765485,-0.5287794729542302,-0.7335544499723604,,Hit,0.18167241960657537,0.004999085817189151,0.004997892305354028,0.004999308999499553,,Hit
"7,8",15,10,1,False,False,40,0.5,0.225,0.025,-0.37395408163265303,-0.527568315461778,-0.7553800749780649,,Hit,0.15361423382912492,0.004992942448984739,0.004996268661397913,0.004999128760308872,,Hit
