hand_repr,total,dealer_upcard,bet,soft,is_pair,remaining_cards,low_density,ten_density,ace_density,ev_hit,ev_stand,ev_double,ev_split,best_move,ev_gap,hit_se,stand_se,double_se,split_se,fixed_strategy_move
"9,9",18,7,1,False,True,29,0.6896551724137931,0.0,0.0,-0.506983684838838,-0.04682881773399015,-1.0320688727468388,-0.3020567717996289,Stand,0.25522795406563875,0.004997004988221568,0.00499715672317601,0.004998691524882453,0.004980270154687418,Stand
"9,9",18,7,1,False,True,30,0.6666666666666666,0.03333333333333333,0.0,-0.532795918367347,0.008577405857740585,-1.0585659551176791,-0.22603380952380955,Stand,0.23461121538155014,0.0049985387472811955,0.004995464806108737,0.004998521790596944,0.004971375428464406,Stand
"9,9",18,7,1,False,True,31,0.6451612903225806,0.06451612903225806,0.0,-0.550711013268281,0.06419605499103408,-1.0905755261687464,-0.1659688775510204,Stand,0.2301649325420545,0.004995058746000379,0.004998107567605062,0.0049987288786229635,0.004986642978728735,Stand
"9,9",18,7,1,False,True,32,0.625,0.09375,0.0,-0.5599489795918368,0.10687611144042679,-1.1113567649281935,-0.10790024213075061,Stand,0.21477635357117741,0.004995727199292175,0.0049986746818574115,0.004998954633377068,0.004957695505473733,Stand
"9,9",18,7,1,False,True,33,0.6060606060606061,0.12121212121212122,0.0,-0.5717930029154519,0.14335995267672286,-1.1291543239369326,-0.06891383928571428,Stand,0.21227379196243712,0.00499560834731929,0.004996694939615838,0.004998555143723732,0.004980799863903149,Stand
"9,9",18,7,1,False,True,34,0.5882352941176471,0.14705882352941177,0.0,-0.5808267451124594,0.18762302415747092,-1.1642463597009052,-0.021018003913894325,Stand,0.20864102807136525,0.00499311114118399,0.004999656745383633,0.004999988686813617,0.004995536291865204,Stand
"9,9",18,7,1,False,True,35,0.5714285714285714,0.17142857142857143,0.0,-0.6006940043097984,0.22454135338345865,-1.1864155479863754,0.01733769363166954,Stand,0.20720365975178912,0.00499767006192001,0.004995521698988906,0.0049987390008795485,0.004988041806895349,Stand
"9,9",18,7,1,False,True,36,0.5555555555555556,0.19444444444444445,0.0,-0.607547831632653,0.24743821579264616,-1.205783525099277,0.0636737609329446,Stand,0.18376445485970155,0.004995234169837269,0.004997976018659997,0.004999181002174451,0.004989483457562538,Stand
"9,9",18,7,1,False,True,37,0.5405405405405406,0.21621621621621623,0.0,-0.6100956632653062,0.2653495440729483,-1.2165143267947007,0.08741981981981983,Stand,0.17792972425312847,0.004992131402371898,0.0049991914129164875,0.004999309327770292,0.004987378221991177,Stand
"9,9",18,7,1,False,True,38,0.5263157894736842,0.23684210526315788,0.0,-0.6227000065201799,0.3006170934896637,-1.2457396262274312,0.11647004608294931,Stand,0.1841470474067144,0.0049956921003235415,0.004997513220083547,0.004999075202012811,0.004987886048066116,Stand
"9,9",18,7,1,False,True,39,0.5128205128205128,0.2564102564102564,0.0,-0.6319430684895317,0.33103555832813475,-1.2477176669484362,0.14913022774327125,Stand,0.1819053305848635,0.004995908024408938,0.004994317854750355,0.004999310716722052,0.004997081059441957,Stand
"9,9",18,7,1,False,True,40,0.5,0.275,0.0,-0.6362793325799375,0.34781921618204803,-1.2765166340508807,0.18134943609022555,Stand,0.16646978009182248,0.0049975868972899126,0.004996003708176264,0.004998854119293034,0.004989264668093601,Stand
"9,9",18,7,1,False,True,41,0.4878048780487805,0.2926829268292683,0.0,-0.6442999053926206,0.36960281870595774,-1.2779398954703833,0.20600872540633022,Stand,0.1635940932996275,0.004998568545400264,0.0049974285761580075,0.004999533639136512,0.004997823646245027,Stand
"9,9",18,7,1,False,True,42,0.47619047619047616,0.30952380952380953,0.0,-0.6464150560886607,0.38426640926640926,-1.3030628213726805,0.22907891891891893,Stand,0.15518749034749033,0.004995820386016253,0.004993841363030419,0.00499737621010702,0.00498864083396597,Stand
"9,9",18,7,1,False,True,43,0.46511627906976744,0.32558139534883723,0.0,-0.6603573169882287,0.40516508662961753,-1.3178088419138538,0.26018460399703924,Stand,0.1449804826325783,0.00499961838493054,0.00499772124113467,0.0049992093529219045,0.004993275668078209,Stand
"9,9",18,7,1,False,True,44,0.4545454545454546,0.3409090909090909,0.0,-0.6665622800844476,0.4143846915209502,-1.331894761135472,0.2785291156462585,Stand,0.13585557587469171,0.0049925512822554,0.0049954181244236595,0.004998683612275882,0.00499565061258135,Stand
"9,9",18,7,1,False,True,45,0.4444444444444445,0.35555555555555557,0.0,-0.6811896288764616,0.44140835579514826,-1.3423665459642564,0.31141891891891893,Stand,0.12998943687622933,0.004990313527608252,0.0049967692148293,0.004998641308331583,0.004995403128648867,Stand
"9,9",18,7,1,False,True,30,0.6666666666666666,0.0,0.03333333333333333,-0.4824256722187482,-0.04576485461441214,-0.983268042134587,-0.25793037447988904,Stand,0.21216551986547688,0.004997254737771518,0.004997851128194409,0.004998726023117556,0.004976161788984512,Stand
"9,9",18,7,1,False,True,31,0.6451612903225806,0.03225806451612903,0.03225806451612903,-0.4998102903133084,0.013695652173913043,-1.0138522777532066,-0.1967963025210084,Stand,0.21049195469492146,0.004999632797308,0.004995943748126705,0.004998503292104719,0.0049773861699037095,Stand
"9,9",18,7,1,False,True,32,0.625,0.0625,0.03125,-0.521235600257295,0.05939039408866995,-1.0345185848634124,-0.143346992481203,Stand,0.20273738656987295,0.004993638939018859,0.004996460754479183,0.004999437649376506,0.004993899210126431,Stand
"9,9",18,7,1,False,True,33,0.6060606060606061,0.09090909090909091,0.030303030303030304,-0.5259096209912536,0.09793313069908814,-1.0550942712110225,-0.08897613019891501,Stand,0.18690926089800314,0.004994094530184519,0.004997986443616963,0.004999955441407376,0.004987099586852067,Stand
"9,9",18,7,1,False,True,34,0.5882352941176471,0.11764705882352941,0.029411764705882353,-0.530632711537337,0.13627540188049742,-1.0775930179145614,-0.044445644599303134,Stand,0.18072104647980056,0.00499284980232433,0.004999373672845495,0.004999008933400632,0.004993171580883688,Stand
"9,9",18,7,1,False,True,35,0.5714285714285714,0.14285714285714285,0.02857142857142857,-0.544438182249644,0.1779749158764148,-1.0958957654723127,-0.0043355555555555534,Stand,0.18231047143197038,0.004996056023141571,0.00499949834845596,0.004999794959528023,0.00497461005924189,Stand
"9,9",18,7,1,False,True,36,0.5555555555555556,0.16666666666666666,0.027777777777777776,-0.5608078734452361,0.20282035561005518,-1.1160430839002267,0.03970073637702504,Stand,0.16311961923303014,0.004996276837521516,0.00499628931068008,0.004998733281615499,0.004985643736098656,Stand
"9,9",18,7,1,False,True,37,0.5405405405405406,0.1891891891891892,0.02702702702702703,-0.5705858920144634,0.24232919254658386,-1.1435328185328186,0.08374338138925294,Stand,0.15858581115733092,0.004999782963270728,0.004999334984377619,0.004999754646829136,0.004978882337231088,Stand
"9,9",18,7,1,False,True,38,0.5263157894736842,0.21052631578947367,0.02631578947368421,-0.5848058735689398,0.27090062111801244,-1.1651577503429356,0.1136045351473923,Stand,0.15729608597062014,0.004996273275559267,0.004995265483637787,0.004998598251805124,0.004990272205414353,Stand
"9,9",18,7,1,False,True,39,0.5128205128205128,0.23076923076923078,0.02564102564102564,-0.5917174254317111,0.28640502354788067,-1.1715073891625616,0.14084825396825398,Stand,0.14555676957962668,0.00499536887469618,0.004994955263589611,0.004999826727755111,0.004990691928232386,Stand
"9,9",18,7,1,False,True,40,0.5,0.25,0.025,-0.5987363366399192,0.3139056065885334,-1.2055640166514368,0.17249021526418787,Stand,0.14141539132434552,0.004994595784355641,0.004997648901800414,0.004999475744548999,0.004999557606990405,Stand
"9,9",18,7,1,False,True,41,0.4878048780487805,0.2682926829268293,0.024390243902439025,-0.6116701110824077,0.3407287971622057,-1.2099034062023386,0.2026247386759582,Stand,0.13810405848624752,0.004998717876161992,0.004997020496187271,0.004998828440555891,0.0049938686740133124,Stand
"9,9",18,7,1,False,True,42,0.47619047619047616,0.2857142857142857,0.023809523809523808,-0.6122094894740231,0.3572077922077922,-1.2385484208324617,0.23132280701754387,Stand,0.12588498519024832,0.0049956990578925884,0.004994937548278372,0.0049996401618775214,0.00499929647549483,Stand
"9,9",18,7,1,False,True,43,0.46511627906976744,0.3023255813953488,0.023255813953488372,-0.6151226421167836,0.3781435154707044,-1.2469658659924148,0.24653789473684212,Stand,0.13160562073386228,0.004993627314263702,0.004998729696495687,0.004999883083461665,0.004997926410375963,Stand
"9,9",18,7,1,False,True,44,0.4545454545454546,0.3181818181818182,0.022727272727272728,-0.6453143130161764,0.3877030162412993,-1.2625320786997434,0.2796035714285714,Stand,0.10809944481272793,0.004989620365874711,0.004998056739547981,0.004998085069159988,0.0049900379102796105,Stand
"9,9",18,7,1,False,True,45,0.4444444444444445,0.3333333333333333,0.022222222222222223,-0.6437588989084005,0.4088403361344538,-1.2825906509392748,0.3050665306122448,Stand,0.103773805522209,0.004992409909192778,0.004995445986724417,0.004998895405574432,0.004999089897704059,Stand
"9,9",18,7,1,False,True,46,0.43478260869565216,0.34782608695652173,0.021739130434782608,-0.6407256981740065,0.4271053528810092,-1.2877300613496931,0.3183091478696742,Stand,0.10879620501133502,0.004997459695108532,0.004997957004528166,0.00499796043917691,0.004992053508547854,Stand
"9,9",18,7,1,False,True,31,0.6451612903225806,0.0,0.06451612903225806,-0.4607006237398006,-0.05026092628832355,-0.9288412885815484,-0.23641351052048729,Stand,0.18615258423216374,0.004992530007295829,0.004998580481248421,0.00499960992459737,0.004984735316953678,Stand
"9,9",18,7,1,False,True,32,0.625,0.03125,0.0625,-0.48255629012168244,0.011415816326530612,-0.950706623531415,-0.17261625163826996,Stand,0.18403206796480057,0.0049948474214159605,0.004998136124232382,0.0049996325211406215,0.004983217177194018,Stand
"9,9",18,7,1,False,True,33,0.6060606060606061,0.06060606060606061,0.06060606060606061,-0.49453373417355617,0.0576138147566719,-0.9736157754240937,-0.10350971428571429,Stand,0.1611235290423862,0.004999812985942965,0.00499711241534168,0.004998804086188699,0.004989233660306079,Stand
"9,9",18,7,1,False,True,34,0.5882352941176471,0.08823529411764706,0.058823529411764705,-0.5061864061864062,0.10822605965463108,-0.9954731435535823,-0.05768221574344024,Stand,0.16590827539807132,0.004996692413987427,0.00499638898436059,0.004999800858235393,0.0049990334793942725,Stand
"9,9",18,7,1,False,True,35,0.5714285714285714,0.11428571428571428,0.05714285714285714,-0.5109461966604824,0.1361050328227571,-1.0092782601069894,-0.019667243867243864,Stand,0.15577227669000096,0.004997372613892355,0.004996813027303978,0.004998809049936701,0.0049929340715099595,Stand
"9,9",18,7,1,False,True,36,0.5555555555555556,0.1388888888888889,0.05555555555555555,-0.5212857142857142,0.16702094404501408,-1.0440939236422297,0.03075498652291105,Stand,0.13626595752210302,0.004995836992297719,0.0049949752543705225,0.004998189629208062,0.004978266988247407,Stand
"9,9",18,7,1,False,True,37,0.5405405405405406,0.16216216216216217,0.05405405405405406,-0.5379360465116279,0.20797855566067486,-1.0665999818132217,0.05625565217391305,Stand,0.15172290348676182,0.0049957441968421605,0.00499933154024961,0.004999364896232329,0.004978263009756598,Stand
"9,9",18,7,1,False,True,38,0.5263157894736842,0.18421052631578946,0.05263157894736842,-0.5424329615567157,0.22765486725663717,-1.0732530560116766,0.10067131242740998,Stand,0.12698355482922719,0.0049933907781576975,0.004996398824696254,0.004999019322090342,0.004998054979374163,Stand
"9,9",18,7,1,False,True,39,0.5128205128205128,0.20512820512820512,0.05128205128205128,-0.5538769490096924,0.25479885967690846,-1.1063492063492064,0.1374772486772487,Stand,0.11732161099965976,0.004995684453084533,0.00499576162146551,0.004999376029922283,0.0049999219518652655,Stand
"9,9",18,7,1,False,True,40,0.5,0.225,0.05,-0.5651178328474247,0.27767857142857144,-1.119075907590759,0.15518541871921182,Stand,0.12249315270935962,0.004992270227585032,0.004998142416906175,0.0049997621175152255,0.004986628249398267,Stand
"9,9",18,7,1,False,True,41,0.4878048780487805,0.24390243902439024,0.04878048780487805,-0.5730894159465588,0.31289592760180995,-1.1425885061882375,0.18759468864468865,Stand,0.1253012389571213,0.0049919318283014056,0.004994749532432991,0.004998467414969964,0.004996040733145769,Stand
"9,9",18,7,1,False,True,42,0.47619047619047616,0.2619047619047619,0.047619047619047616,-0.5809534148005706,0.3315203145478375,-1.1563572883328483,0.23513571428571425,Stand,0.09638460026212323,0.004995581775224208,0.004999669056084522,0.004998997284801636,0.004997958061875578,Stand
"9,9",18,7,1,False,True,43,0.46511627906976744,0.27906976744186046,0.046511627906976744,-0.5836796724768935,0.35229235880398674,-1.1665786643199374,0.25632360248447206,Stand,0.09596875631951468,0.004996200847118558,0.004998679953698078,0.004999553895929579,0.004990151590972624,Stand
