hand_repr,total,dealer_upcard,bet,soft,is_pair,remaining_cards,low_density,ten_density,ace_density,ev_hit,ev_stand,ev_double,ev_split,best_move,ev_gap,hit_se,stand_se,double_se,split_se,fixed_strategy_move
"11,7",18,9,1,False,False,30,0.6666666666666666,0.0,0.0,0.22166077969649398,0.10071754729288976,-0.3956626506024096,,Hit,0.12094323240360422,0.004991383094468811,0.004997669142194394,0.004999820852730165,,Stand
"11,7",18,9,1,False,False,31,0.6451612903225806,0.03225806451612903,0.0,0.20272435897435898,0.10060858424087124,-0.35631380609797875,,Hit,0.10211577473348774,0.004991678793154876,0.004999566861987847,0.004999094786707471,,Stand
"11,7",18,9,1,False,False,32,0.625,0.0625,0.0,0.17912655628289054,0.07976714915040906,-0.2997553350550496,,Hit,0.09935940713248148,0.004979721670483117,0.004996788994939891,0.004999263236781235,,Stand
"11,7",18,9,1,False,False,33,0.6060606060606061,0.09090909090909091,0.0,0.1641528992549401,0.0591792656587473,-0.2704526972079154,,Hit,0.10497363359619279,0.00498655194905447,0.0049988852297608,0.004999567968656343,,Stand
"11,7",18,9,1,False,False,34,0.5882352941176471,0.11764705882352941,0.0,0.14863017934446507,0.04966422466422466,-0.24467335321225264,,Hit,0.09896595468024041,0.004980755434747459,0.004998486220050925,0.004998941160800328,,Stand
"11,7",18,9,1,False,False,35,0.5714285714285714,0.14285714285714285,0.0,0.11859213250517599,0.028933856840833584,-0.21849851471779638,,Hit,0.0896582756643424,0.004986780719851186,0.004995572027291642,0.00499930784109436,,Stand
"11,7",18,9,1,False,False,36,0.5555555555555556,0.16666666666666666,0.0,0.09634281062852491,0.009993997599039616,-0.21774564130287877,,Hit,0.0863488130294853,0.004997070156107359,0.004995324155360804,0.004999377943065597,,Stand
"11,7",18,9,1,False,False,37,0.5405405405405406,0.1891891891891892,0.0,0.08774630541871921,0.004318249038745933,-0.19827574594194114,,Hit,0.08342805637997328,0.004996896950209586,0.004996277823243347,0.004999508381069969,,Stand
"11,7",18,9,1,False,False,38,0.5263157894736842,0.21052631578947367,0.0,0.07905447893443092,-0.02243211334120425,-0.19555465750656698,,Hit,0.10148659227563517,0.004983667205212569,0.004998483165887038,0.004999613217777981,,Stand
"11,7",18,9,1,False,False,39,0.5128205128205128,0.23076923076923078,0.0,0.053316326530612246,-0.02240724510663161,-0.18681836542345495,,Hit,0.07572357163724386,0.004981977384598048,0.004998761565078455,0.004999204529753231,,Stand
"11,7",18,9,1,False,False,40,0.5,0.25,0.0,0.04250068027210885,-0.051074332171893146,-0.18933962264150944,,Hit,0.09357501244400199,0.004983329060208853,0.004995134713335858,0.004999273125592478,,Stand
"11,7",18,9,1,False,False,41,0.4878048780487805,0.2682926829268293,0.0,0.016918312040263263,-0.06041727035641843,-0.20497947648206716,,Hit,0.0773355823966817,0.004972132216380943,0.004999456491514679,0.004998970290113302,,Stand
"11,7",18,9,1,False,False,42,0.47619047619047616,0.2857142857142857,0.0,0.018129791599179358,-0.07670240509997102,-0.1932235294117647,,Hit,0.09483219669915038,0.004982480797799406,0.00499735149397949,0.0049995584605783995,,Stand
"11,7",18,9,1,False,False,43,0.46511627906976744,0.3023255813953488,0.0,0.006981018213737108,-0.08903318903318903,-0.20520826323935132,,Hit,0.09601420724692614,0.00498987037344591,0.004996064667952339,0.004999033937228575,,Stand
