hand_repr,total,dealer_upcard,bet,soft,is_pair,remaining_cards,low_density,ten_density,ace_density,ev_hit,ev_stand,ev_double,ev_split,best_move,ev_gap,hit_se,stand_se,double_se,split_se,fixed_strategy_move
"7,5",12,3,1,False,False,29,0.6206896551724138,0.0,0.0,0.16557996079787846,-0.5404585537918871,0.002164920022062879,,Hit,0.1634150407758156,0.004996441406779707,0.0049970169289406344,0.004999925273565307,,Stand
"7,5",12,3,1,False,False,30,0.6,0.03333333333333333,0.0,0.11836255629012167,-0.5123222748815166,-0.02398792369973926,,Hit,0.14235047998986095,0.004990549890231397,0.004996701304075238,0.004999776118100627,,Stand
"7,5",12,3,1,False,False,31,0.5806451612903225,0.06451612903225806,0.0,0.07466299403196862,-0.4830458835014644,-0.06230784996925599,,Hit,0.1369708440012246,0.004996763719726931,0.004994844965185393,0.004999455398233109,,Stand
"7,5",12,3,1,False,False,32,0.5625,0.09375,0.0,0.040302257266542976,-0.4630607699650016,-0.09862454037859186,,Hit,0.13892679764513483,0.004984343662937477,0.004999442295716257,0.004999884234539952,,Stand
"7,5",12,3,1,False,False,33,0.5454545454545454,0.12121212121212122,0.0,0.006623606889564337,-0.42906087488528605,-0.12601360544217688,,Hit,0.13263721233174122,0.004998776797546008,0.004995889303312022,0.00499967014494718,,Stand
"7,5",12,3,1,False,False,34,0.5294117647058824,0.14705882352941177,0.0,-0.0066741124310420695,-0.40095238095238095,-0.15883271123176113,,Hit,0.15215859880071905,0.004999895865789716,0.004997729211163166,0.004999641276773629,,Stand
"7,5",12,3,1,False,False,35,0.5142857142857142,0.17142857142857143,0.0,-0.04418574941713775,-0.3763165551352924,-0.1804411265693926,,Hit,0.13625537715225483,0.004989420126397085,0.004997485111877988,0.004999971761310854,,Stand
"7,5",12,3,1,False,False,36,0.5,0.19444444444444445,0.0,-0.0564069264069264,-0.36617604617604615,-0.2175010175010175,,Hit,0.1610940910940911,0.00499874636854443,0.004999033393455716,0.004999621004697908,,Stand
"7,5",12,3,1,False,False,37,0.4864864864864865,0.21621621621621623,0.0,-0.08164453554347502,-0.33163064833005895,-0.24261961316593145,,Hit,0.16097507762245644,0.004998007267872057,0.004997953870103656,0.004999602906204111,,Stand
"7,5",12,3,1,False,False,38,0.47368421052631576,0.23684210526315788,0.0,-0.10151462294319437,-0.30744622173193603,-0.25833389727278877,,Hit,0.15681927432959442,0.004997671846964745,0.004997177418258436,0.00499961089894717,,Stand
"7,5",12,3,1,False,False,39,0.46153846153846156,0.2564102564102564,0.0,-0.11226840329627785,-0.28751020408163264,-0.2790978873717818,,Hit,0.16682948407550396,0.004992628629103375,0.004996156025920854,0.004999997146846507,,Stand
"7,5",12,3,1,False,False,40,0.45,0.275,0.0,-0.13473518962240766,-0.2749122333243316,-0.318532634587899,,Hit,0.14017704370192396,0.004995504698812897,0.004996415847355353,0.004999524783582934,,Stand
"7,5",12,3,1,False,False,41,0.43902439024390244,0.2926829268292683,0.0,-0.13792050153394692,-0.24628890662410216,-0.3379747698602114,,Hit,0.10836840509015525,0.004990079188533601,0.004998913887020973,0.004998851623733222,,Stand
"7,5",12,3,1,False,False,42,0.42857142857142855,0.30952380952380953,0.0,-0.15972580603122474,-0.22967843964153928,-0.3670424267267883,,Hit,0.06995263361031454,0.0049959360061199234,0.004996698473418232,0.004998789025817203,,Stand
"7,5",12,3,1,False,False,43,0.41860465116279066,0.32558139534883723,0.0,-0.17585419073289693,-0.21557011795543907,-0.37528366370471633,,Hit,0.039715927222542136,0.004991765441123072,0.004999422048496755,0.00499962236733784,,Stand
"7,5",12,3,1,False,False,44,0.40909090909090906,0.3409090909090909,0.0,-0.17431783122170805,-0.1898366606170599,-0.3989163980522598,,Hit,0.015518829395351846,0.004992725497383534,0.004999253359564611,0.004999918751657418,,Stand
"7,5",12,3,1,False,False,45,0.4,0.35555555555555557,0.0,-0.201297234222156,-0.18393180056832859,-0.4173901098901099,,Stand,0.017365433653827422,0.004995729964801293,0.0049959143543606465,0.004999784744725734,,Stand
"7,5",12,3,1,False,False,30,0.6,0.0,0.03333333333333333,0.14180988184747587,-0.5699481865284974,-0.0681361069017771,,Hit,0.20994598874925297,0.004982894537454045,0.0049987380519732815,0.004999407798144685,,Stand
"7,5",12,3,1,False,False,31,0.5806451612903225,0.03225806451612903,0.03225806451612903,0.10886339937434827,-0.5385643912737509,-0.08866050017129154,,Hit,0.19752389954563981,0.0049969763798251516,0.0049980587239608285,0.0049993130056781385,,Stand
"7,5",12,3,1,False,False,32,0.5625,0.0625,0.03125,0.06818939496328331,-0.5115775220040623,-0.1292425695110259,,Hit,0.19743196447430922,0.004993304050496945,0.0049992837637993625,0.004999075623928275,,Stand
"7,5",12,3,1,False,False,33,0.5454545454545454,0.09090909090909091,0.030303030303030304,0.03228308867406612,-0.4713964686998395,-0.13603167019316087,,Hit,0.168314758867227,0.004996766566443422,0.004996902312655852,0.0049998107891234544,,Stand
"7,5",12,3,1,False,False,34,0.5294117647058824,0.11764705882352941,0.029411764705882353,-0.0077417923691215605,-0.4565121412803532,-0.17234231162632116,,Hit,0.1646005192571996,0.0049931941976337,0.004996361542336115,0.004999891462401657,,Stand
"7,5",12,3,1,False,False,35,0.5142857142857142,0.14285714285714285,0.02857142857142857,-0.020348551791850758,-0.4325038402457757,-0.19779591836734695,,Hit,0.1774473665754962,0.004996168289266601,0.004997512217261621,0.0049993700648003295,,Stand
"7,5",12,3,1,False,False,36,0.5,0.16666666666666666,0.027777777777777776,-0.05153394691209817,-0.3992871992871993,-0.22447228653139045,,Hit,0.17293833961929228,0.004990292399340045,0.004996493372332433,0.004999997944172982,,Stand
"7,5",12,3,1,False,False,37,0.4864864864864865,0.1891891891891892,0.02702702702702703,-0.06126422531629474,-0.370559258186033,-0.24305395317271802,,Hit,0.18178972785642328,0.004992234141230533,0.00499981406832682,0.004999054366334051,,Stand
"7,5",12,3,1,False,False,38,0.47368421052631576,0.21052631578947367,0.02631578947368421,-0.087869992441421,-0.34734450440215847,-0.2620384850751343,,Hit,0.17416849263371326,0.004989098148657442,0.004997448355618334,0.004999990468426463,,Stand
"7,5",12,3,1,False,False,39,0.46153846153846156,0.23076923076923078,0.02564102564102564,-0.1069809583221935,-0.3256360078277887,-0.2788092972679081,,Hit,0.1718283389457146,0.0049970250238616735,0.004999192527490959,0.004999832041938958,,Stand
"7,5",12,3,1,False,False,40,0.45,0.25,0.025,-0.12242314647377939,-0.29709906951286263,-0.30705106411912697,,Hit,0.17467592303908325,0.00499208137718182,0.0049951595149194915,0.004999253584824443,,Stand
"7,5",12,3,1,False,False,41,0.43902439024390244,0.2682926829268293,0.024390243902439025,-0.12985512196510404,-0.292488391149959,-0.33066866403377365,,Hit,0.16263326918485496,0.0049984442712250636,0.004997815805482035,0.004998838777930001,,Stand
"7,5",12,3,1,False,False,42,0.42857142857142855,0.2857142857142857,0.023809523809523808,-0.15770194717563138,-0.26450053705692805,-0.3541328236980411,,Hit,0.10679858988129667,0.004999719347582646,0.00499742002689965,0.004999499956247825,,Stand
"7,5",12,3,1,False,False,43,0.41860465116279066,0.3023255813953488,0.023255813953488372,-0.17273555091327872,-0.2579454253611557,-0.37007389162561577,,Hit,0.085209874447877,0.004993382587218722,0.004997228117528854,0.004999578983964156,,Stand
"7,5",12,3,1,False,False,44,0.40909090909090906,0.3181818181818182,0.022727272727272728,-0.1711459968602826,-0.2244672454617206,-0.38676158532411525,,Hit,0.053321248601438,0.004995379377290621,0.004998327675383886,0.004999072152120395,,Stand
"7,5",12,3,1,False,False,45,0.4,0.3333333333333333,0.022222222222222223,-0.18759920634920632,-0.20161332292479833,-0.4049445281468292,,Hit,0.014014116575592012,0.004997011601385091,0.004996361069831789,0.004999125796644908,,Stand
"7,5",12,3,1,False,False,46,0.3913043478260869,0.34782608695652173,0.021739130434782608,-0.1991464750694285,-0.1828984758460346,-0.42948064471690317,,Stand,0.0162479992233939,0.0049946519970335695,0.004996894275781465,0.004999858674138053,,Stand
"7,5",12,3,1,False,False,31,0.5806451612903225,0.0,0.06451612903225806,0.1281209781209781,-0.5966614906832298,-0.13882872318410705,,Hit,0.26694970130508516,0.004982882767860371,0.00499998084443406,0.004998945519706414,,Stand
